EMP_ID,DATE,LSA
650261,09-06-2023,1
650261,10-06-2023,1
650261,11-06-2023,1
650261,12-06-2023,1
650261,13-06-2023,1
650261,14-06-2023,1
650261,15-06-2023,1
650261,16-06-2023,1
650261,17-06-2023,1
650261,18-06-2023,1
650261,19-06-2023,1
650261,20-06-2023,1
650261,21-06-2023,1
650261,22-06-2023,1
650261,23-06-2023,1
650261,24-06-2023,1
650261,25-06-2023,1
650261,26-06-2023,1
650261,27-06-2023,1
650261,28-06-2023,1
650261,29-06-2023,1
650261,30-06-2023,1
650261,01-07-2023,1
650261,02-07-2023,1
650261,03-07-2023,1
650261,04-07-2023,1
650261,05-07-2023,1
650261,06-07-2023,1
650261,07-07-2023,1
650261,08-07-2023,1
650261,09-07-2023,1
650261,10-07-2023,1
650261,11-07-2023,1
650261,12-07-2023,1
650261,13-07-2023,1
650261,14-07-2023,1
650261,15-07-2023,1
650261,16-07-2023,1
650261,17-07-2023,1
650261,18-07-2023,1
650261,19-07-2023,1
650261,20-07-2023,1
650261,21-07-2023,1
650261,22-07-2023,1
650261,23-07-2023,1
650261,24-07-2023,1
650261,25-07-2023,1
650261,26-07-2023,1
650261,27-07-2023,1
650261,28-07-2023,1
650261,29-07-2023,1
650261,30-07-2023,1
650261,31-07-2023,1
650261,01-08-2023,1
650261,02-08-2023,1
650261,03-08-2023,1
650261,04-08-2023,1
650261,05-08-2023,1
650261,06-08-2023,1
650261,07-08-2023,1
650261,08-08-2023,1
650261,09-08-2023,1
650261,10-08-2023,1
650261,11-08-2023,1
650261,12-08-2023,1
650261,13-08-2023,1
650261,14-08-2023,1
650261,15-08-2023,1
650261,16-08-2023,1
650261,18-08-2023,1
650261,28-09-2023,1
650261,09-12-2023,1
650261,30-12-2023,1
650261,27-01-2024,1
650261,30-01-2024,1
650261,16-03-2024,1
650289,19-11-2023,1
650289,23-11-2023,1
650289,30-11-2023,1
650289,10-12-2023,1
650289,21-12-2023,1
650289,22-12-2023,1
650289,24-12-2023,1
650289,25-12-2023,1
650289,26-12-2023,1
650289,27-12-2023,1
650289,28-12-2023,1
650289,10-01-2024,1
650289,15-01-2024,1
650289,16-01-2024,1
650289,21-01-2024,1
650289,22-01-2024,1
650289,23-01-2024,1
650289,24-01-2024,1
650289,25-01-2024,1
650289,26-01-2024,1
650289,27-01-2024,1
650289,28-01-2024,1
650289,29-01-2024,1
650289,30-01-2024,1
650289,31-01-2024,1
650289,22-02-2024,1
650289,27-02-2024,1
650289,07-03-2024,1
650289,10-03-2024,1
650289,14-03-2024,1
650289,24-03-2024,1
650289,10-04-2024,1
650289,20-04-2024,1
650289,21-04-2024,1
650289,22-04-2024,1
650289,23-04-2024,1
650289,25-04-2024,1
650289,30-04-2024,1
650290,28-09-2023,1
650290,30-11-2023,1
650290,13-12-2023,1
650290,14-12-2023,1
650290,25-12-2023,1
650290,31-01-2024,1
650290,02-03-2024,1
650290,03-03-2024,1
650290,29-03-2024,1
650290,09-04-2024,1
650290,11-04-2024,1
650323,09-12-2023,1
650323,16-12-2023,1
650323,13-01-2024,1
650323,27-01-2024,1
650323,17-02-2024,1
650323,24-02-2024,1
650323,03-03-2024,1
650323,09-03-2024,1
650323,19-03-2024,1
650535,10-10-2023,1
650535,25-12-2023,1
650535,11-01-2024,1
650535,12-01-2024,1
650535,13-01-2024,1
650535,13-01-2024,1
650535,19-02-2024,1
650535,20-02-2024,1
650535,28-03-2024,1
650589,28-12-2023,1
650589,30-12-2023,1
650589,22-01-2024,1
650589,29-03-2024,1
650589,22-04-2024,1
650605,12-04-2023,1
650605,01-12-2023,1
650605,02-12-2023,1
650605,03-12-2023,1
650605,04-12-2023,1
650605,05-12-2023,1
650605,06-12-2023,1
650605,07-12-2023,1
650605,08-12-2023,1
650605,09-12-2023,1
650605,10-12-2023,1
650605,11-12-2023,1
650605,12-12-2023,1
650605,13-12-2023,1
650605,14-12-2023,1
650605,15-12-2023,1
650605,16-12-2023,1
650605,17-12-2023,1
650605,18-12-2023,1
650605,19-12-2023,1
650605,20-12-2023,1
650605,21-12-2023,1
650605,22-12-2023,1
650605,23-12-2023,1
650605,24-12-2023,1
650605,25-12-2023,1
650605,26-12-2023,1
650605,27-12-2023,1
650605,28-12-2023,1
650605,29-12-2023,1
650605,30-12-2023,1
650605,31-12-2023,1
650605,01-01-2024,1
650605,02-01-2024,1
650605,03-01-2024,1
650605,04-01-2024,1
650605,05-01-2024,1
650605,06-01-2024,1
650605,07-01-2024,1
650605,08-01-2024,1
650605,09-01-2024,1
650605,10-01-2024,1
650605,11-01-2024,1
650605,12-01-2024,1
650605,13-01-2024,1
650605,14-01-2024,1
650605,15-01-2024,1
650605,16-01-2024,1
650605,17-01-2024,1
650605,18-01-2024,1
650605,19-01-2024,1
650605,20-01-2024,1
650605,21-01-2024,1
650605,22-01-2024,1
650605,23-01-2024,1
650605,24-01-2024,1
650605,25-01-2024,1
650605,26-01-2024,1
650605,27-01-2024,1
650605,28-01-2024,1
650605,29-01-2024,1
650605,30-01-2024,1
650605,31-01-2024,1
650605,01-02-2024,1
650605,02-02-2024,1
650605,03-02-2024,1
650605,04-02-2024,1
650605,05-02-2024,1
650605,06-02-2024,1
650605,07-02-2024,1
650605,08-02-2024,1
650605,09-02-2024,1
650605,10-02-2024,1
650605,11-02-2024,1
650605,12-02-2024,1
650605,13-02-2024,1
650605,14-02-2024,1
650605,15-02-2024,1
650605,16-02-2024,1
650605,17-02-2024,1
650605,18-02-2024,1
650605,19-02-2024,1
650605,20-02-2024,1
650605,21-02-2024,1
650605,22-02-2024,1
650605,23-02-2024,1
650605,24-02-2024,1
650605,25-02-2024,1
650605,26-02-2024,1
650605,27-02-2024,1
650605,28-02-2024,1
650605,29-02-2024,1
650605,01-03-2024,1
650605,02-03-2024,1
650605,03-03-2024,1
650605,04-03-2024,1
650605,05-03-2024,1
650605,06-03-2024,1
650605,07-03-2024,1
650605,08-03-2024,1
650605,09-03-2024,1
650605,10-03-2024,1
650605,11-03-2024,1
650605,12-03-2024,1
650605,13-03-2024,1
650605,14-03-2024,1
650605,15-03-2024,1
650605,16-03-2024,1
650605,17-03-2024,1
650605,18-03-2024,1
650605,19-03-2024,1
650605,20-03-2024,1
650605,21-03-2024,1
650605,22-03-2024,1
650605,23-03-2024,1
650605,24-03-2024,1
650605,25-03-2024,1
650605,26-03-2024,1
650605,27-03-2024,1
650605,28-03-2024,1
650605,29-03-2024,1
650605,30-03-2024,1
650605,31-03-2024,1
650605,01-04-2024,1
650605,02-04-2024,1
650605,03-04-2024,1
650605,24-04-2024,1
650845,28-11-2023,1
650845,15-01-2024,1
650845,18-03-2024,1
650845,21-03-2024,1
650845,05-04-2024,1
650845,09-04-2024,1
650845,22-04-2024,1
650872,30-05-2023,1
650872,31-05-2023,1
650872,01-06-2023,1
650872,02-06-2023,1
650872,03-06-2023,1
650872,04-06-2023,1
650872,05-06-2023,1
650872,06-06-2023,1
650872,07-06-2023,1
650872,08-06-2023,1
650872,28-09-2023,1
650872,30-12-2023,1
650872,31-12-2023,1
650872,01-01-2024,1
650872,01-01-2024,1
650872,02-01-2024,1
650872,03-01-2024,1
650872,03-01-2024,1
650872,04-01-2024,1
650872,04-01-2024,1
650872,05-01-2024,1
650872,06-01-2024,1
650872,07-01-2024,1
650872,08-01-2024,1
650872,09-01-2024,1
650872,10-01-2024,1
650872,11-01-2024,1
650872,12-01-2024,1
650872,13-01-2024,1
650872,14-01-2024,1
650872,15-01-2024,1
650872,16-01-2024,1
650872,17-01-2024,1
650872,18-01-2024,1
650872,19-01-2024,1
650872,20-01-2024,1
650872,21-01-2024,1
650872,22-01-2024,1
650872,23-01-2024,1
650872,24-01-2024,1
650872,25-01-2024,1
650872,26-01-2024,1
650872,09-02-2024,1
650872,29-02-2024,1
650872,01-03-2024,1
650872,10-03-2024,1
650872,22-03-2024,1
650872,05-04-2024,1
650892,01-12-2023,1
650892,02-12-2023,1
650892,03-12-2023,1
650892,04-12-2023,1
650892,05-12-2023,1
650892,06-12-2023,1
650892,07-12-2023,1
650892,08-12-2023,1
650892,09-12-2023,1
650892,10-12-2023,1
650892,11-12-2023,1
650892,30-01-2024,1
650892,24-02-2024,1
650892,25-02-2024,1
650892,17-03-2024,1
650892,28-03-2024,1
650892,13-04-2024,1
650892,21-04-2024,1
650922,10-08-2023,1
650922,23-11-2023,1
650922,11-01-2024,1
650922,20-02-2024,1
650922,05-03-2024,1
650922,24-03-2024,1
650922,04-04-2024,1
650922,05-04-2024,1
650930,28-11-2023,1
650930,08-12-2023,1
650930,12-12-2023,1
650930,26-12-2023,1
650930,30-01-2024,1
650930,07-02-2024,1
650930,08-02-2024,1
650930,09-04-2024,1
650945,27-12-2023,1
650945,28-12-2023,1
650945,30-01-2024,1
650945,31-01-2024,1
650945,20-03-2024,1
650945,09-04-2024,1
650956,06-05-2023,1
650956,30-11-2023,1
650956,07-12-2023,1
650956,12-12-2023,1
650956,13-12-2023,1
650956,14-12-2023,1
650956,15-12-2023,1
650956,16-12-2023,1
650956,17-12-2023,1
650956,18-12-2023,1
650956,25-12-2023,1
650956,01-01-2024,1
650956,15-01-2024,1
650956,27-02-2024,1
650956,28-02-2024,1
650956,29-02-2024,1
650956,01-03-2024,1
650956,02-03-2024,1
650956,03-03-2024,1
650956,04-03-2024,1
650956,05-03-2024,1
650956,06-03-2024,1
650956,07-03-2024,1
650956,23-04-2024,1
651024,02-12-2023,1
651024,03-12-2023,1
651024,04-12-2023,1
651024,05-12-2023,1
651024,06-12-2023,1
651024,07-12-2023,1
651024,08-12-2023,1
651024,09-12-2023,1
651024,10-12-2023,1
651024,11-12-2023,1
651024,12-12-2023,1
651024,13-12-2023,1
651024,14-12-2023,1
651024,15-12-2023,1
651024,16-12-2023,1
651024,17-12-2023,1
651024,05-04-2024,1
651276,04-12-2023,1
651276,25-12-2023,1
651276,02-01-2024,1
651276,03-01-2024,1
651276,14-02-2024,1
651276,06-03-2024,1
651276,15-04-2024,1
651276,19-04-2024,1
651344,18-07-2023,1
651344,11-08-2023,1
651344,12-08-2023,1
651344,01-12-2023,1
651344,02-01-2024,1
651344,03-01-2024,1
651344,04-01-2024,1
651344,05-01-2024,1
651344,05-01-2024,1
651344,25-01-2024,1
651344,18-02-2024,1
651344,01-03-2024,1
651344,05-04-2024,1
651344,09-04-2024,1
651344,20-04-2024,1
651345,06-05-2023,1
651345,20-12-2023,1
651345,07-01-2024,1
651345,24-01-2024,1
651345,25-01-2024,1
651345,28-01-2024,1
651365,30-11-2023,1
651365,03-12-2023,1
651365,10-12-2023,1
651365,25-12-2023,1
651365,26-12-2023,1
651365,22-02-2024,1
651391,30-11-2023,1
651391,10-02-2024,1
651391,14-02-2024,1
651391,13-03-2024,1
651391,24-03-2024,1
651391,25-03-2024,1
651391,03-04-2024,1
651391,10-04-2024,1
651391,17-04-2024,1
651803,01-12-2023,1
651803,22-12-2023,1
651803,23-12-2023,1
651803,24-12-2023,1
651803,22-01-2024,1
651803,19-02-2024,1
651803,20-02-2024,1
651803,02-03-2024,1
651803,11-03-2024,1
651928,28-09-2023,1
651928,01-12-2023,1
651928,05-12-2023,1
651928,19-12-2023,1
651928,22-12-2023,1
651928,05-01-2024,1
651928,09-01-2024,1
651928,10-01-2024,1
651928,11-01-2024,1
651928,12-01-2024,1
651928,13-01-2024,1
651928,13-01-2024,1
651928,14-01-2024,1
651928,17-01-2024,1
651928,18-01-2024,1
651928,21-01-2024,1
651928,07-02-2024,1
651928,12-03-2024,1
651928,19-03-2024,1
651928,29-03-2024,1
651929,30-11-2023,1
651929,01-03-2024,1
651929,02-03-2024,1
651929,03-03-2024,1
651929,04-03-2024,1
651929,05-03-2024,1
651929,06-03-2024,1
651929,07-03-2024,1
651929,08-03-2024,1
651929,09-03-2024,1
651929,10-03-2024,1
651929,11-03-2024,1
651929,12-03-2024,1
651929,13-03-2024,1
651929,14-03-2024,1
651929,15-03-2024,1
651929,16-03-2024,1
651929,17-03-2024,1
651929,18-03-2024,1
651929,19-03-2024,1
651929,20-03-2024,1
651929,21-03-2024,1
651929,22-03-2024,1
651929,23-03-2024,1
651929,24-03-2024,1
651929,25-03-2024,1
651929,26-03-2024,1
651929,27-03-2024,1
651929,28-03-2024,1
651929,29-03-2024,1
651929,30-03-2024,1
651929,31-03-2024,1
651929,01-04-2024,1
651929,02-04-2024,1
651929,03-04-2024,1
651929,04-04-2024,1
651929,05-04-2024,1
651929,06-04-2024,1
651929,07-04-2024,1
651929,08-04-2024,1
651929,09-04-2024,1
651929,10-04-2024,1
651929,11-04-2024,1
651929,12-04-2024,1
651929,13-04-2024,1
651929,14-04-2024,1
651929,15-04-2024,1
651929,16-04-2024,1
651929,17-04-2024,1
651929,18-04-2024,1
651929,19-04-2024,1
651929,20-04-2024,1
651929,21-04-2024,1
651929,22-04-2024,1
651929,23-04-2024,1
651929,24-04-2024,1
651929,25-04-2024,1
651929,26-04-2024,1
651929,27-04-2024,1
651929,28-04-2024,1
651929,29-04-2024,1
651929,30-04-2024,1
651930,02-06-2023,1
651930,09-06-2023,1
651930,10-06-2023,1
651930,11-06-2023,1
651930,12-06-2023,1
651930,13-06-2023,1
651930,14-06-2023,1
651930,15-06-2023,1
651930,16-06-2023,1
651930,17-06-2023,1
651930,18-06-2023,1
651930,19-06-2023,1
651930,20-06-2023,1
651930,21-06-2023,1
651930,22-06-2023,1
651930,23-06-2023,1
651930,24-06-2023,1
651930,25-06-2023,1
651930,26-06-2023,1
651930,27-06-2023,1
651930,28-06-2023,1
651930,29-06-2023,1
651930,30-06-2023,1
651930,01-07-2023,1
651930,02-07-2023,1
651930,03-07-2023,1
651930,04-07-2023,1
651930,05-07-2023,1
651930,06-07-2023,1
651930,07-07-2023,1
651930,08-07-2023,1
651930,09-07-2023,1
651930,10-07-2023,1
651930,11-07-2023,1
651930,12-07-2023,1
651930,13-07-2023,1
651930,14-07-2023,1
651930,15-07-2023,1
651930,16-07-2023,1
651930,17-07-2023,1
651930,18-07-2023,1
651930,19-07-2023,1
651930,20-07-2023,1
651930,21-07-2023,1
651930,22-07-2023,1
651930,23-07-2023,1
651930,24-07-2023,1
651930,25-07-2023,1
651930,26-07-2023,1
651930,27-07-2023,1
651930,28-07-2023,1
651930,29-07-2023,1
651930,30-07-2023,1
651930,31-07-2023,1
651930,01-08-2023,1
651930,02-08-2023,1
651930,03-08-2023,1
651930,04-08-2023,1
651930,05-08-2023,1
651930,06-08-2023,1
651930,07-08-2023,1
651930,08-08-2023,1
651930,09-08-2023,1
651930,10-08-2023,1
651930,11-08-2023,1
651930,12-08-2023,1
651930,13-08-2023,1
651930,14-08-2023,1
651930,15-08-2023,1
651930,16-08-2023,1
651930,06-12-2023,1
651930,16-12-2023,1
651930,20-12-2023,1
651930,26-12-2023,1
651930,27-12-2023,1
651930,07-01-2024,1
651930,03-03-2024,1
651930,17-03-2024,1
651930,26-03-2024,1
651930,06-04-2024,1
651930,07-04-2024,1
651930,12-04-2024,1
651934,31-12-2023,1
651934,05-01-2024,1
651934,13-01-2024,1
651934,20-01-2024,1
651934,04-02-2024,1
651934,08-03-2024,1
651934,15-03-2024,1
651934,19-03-2024,1
651934,30-03-2024,1
651934,05-04-2024,1
651934,06-04-2024,1
651943,20-04-2023,1
651943,27-11-2023,1
651943,14-12-2023,1
651943,21-12-2023,1
651943,08-01-2024,1
651943,09-01-2024,1
651943,18-01-2024,1
651943,06-02-2024,1
651943,23-02-2024,1
651943,08-03-2024,1
651943,22-03-2024,1
651943,25-04-2024,1
652176,20-01-2024,1
652176,24-01-2024,1
652176,17-02-2024,1
652176,27-03-2024,1
652345,16-12-2023,1
652345,20-01-2024,1
652345,21-01-2024,1
652345,22-01-2024,1
652345,23-01-2024,1
652345,31-01-2024,1
652345,17-02-2024,1
652345,18-02-2024,1
652345,21-02-2024,1
652345,19-03-2024,1
652345,26-03-2024,1
652345,27-03-2024,1
652345,28-03-2024,1
652345,29-03-2024,1
652345,09-04-2024,1
652350,09-12-2023,1
652350,17-12-2023,1
652350,07-01-2024,1
652350,08-01-2024,1
652350,12-03-2024,1
652350,16-03-2024,1
652350,19-03-2024,1
652350,13-04-2024,1
652350,23-04-2024,1
652352,29-05-2023,1
652352,30-05-2023,1
652352,15-09-2023,1
652352,29-11-2023,1
652352,08-12-2023,1
652352,19-01-2024,1
652352,02-02-2024,1
652352,23-02-2024,1
652352,27-03-2024,1
652352,28-03-2024,1
652352,19-04-2024,1
652355,11-12-2023,1
652355,15-12-2023,1
652355,16-12-2023,1
652355,23-12-2023,1
652355,26-12-2023,1
652355,28-12-2023,1
652355,30-12-2023,1
652355,31-12-2023,1
652355,02-01-2024,1
652355,29-01-2024,1
652355,05-04-2024,1
652355,15-04-2024,1
652357,01-04-2023,1
652357,02-04-2023,1
652357,03-04-2023,1
652357,04-04-2023,1
652357,05-04-2023,1
652357,06-04-2023,1
652357,07-04-2023,1
652357,08-04-2023,1
652357,18-12-2023,1
652357,30-12-2023,1
652357,16-01-2024,1
652357,31-01-2024,1
652357,08-02-2024,1
652357,19-02-2024,1
652357,06-04-2024,1
652357,09-04-2024,1
652357,16-04-2024,1
652357,27-04-2024,1
652377,06-12-2023,1
652377,11-12-2023,1
652377,22-12-2023,1
652377,23-12-2023,1
652377,24-12-2023,1
652377,25-12-2023,1
652377,26-12-2023,1
652377,05-01-2024,1
652377,15-01-2024,1
652377,23-03-2024,1
652377,24-03-2024,1
652380,06-05-2023,1
652380,11-05-2023,1
652380,24-11-2023,1
652380,01-12-2023,1
652380,02-12-2023,1
652380,03-12-2023,1
652380,04-12-2023,1
652380,05-12-2023,1
652380,06-12-2023,1
652380,07-12-2023,1
652380,08-12-2023,1
652380,09-12-2023,1
652380,10-12-2023,1
652380,11-12-2023,1
652380,12-12-2023,1
652380,13-12-2023,1
652380,14-12-2023,1
652380,15-12-2023,1
652380,16-12-2023,1
652380,17-12-2023,1
652380,18-12-2023,1
652380,19-12-2023,1
652380,20-12-2023,1
652380,21-12-2023,1
652380,22-12-2023,1
652380,23-12-2023,1
652380,24-12-2023,1
652380,25-12-2023,1
652380,26-12-2023,1
652380,27-12-2023,1
652380,28-12-2023,1
652380,29-12-2023,1
652380,30-12-2023,1
652380,31-12-2023,1
652380,01-01-2024,1
652380,02-01-2024,1
652380,03-01-2024,1
652380,04-01-2024,1
652380,05-01-2024,1
652380,06-01-2024,1
652380,07-01-2024,1
652380,08-01-2024,1
652380,09-01-2024,1
652380,10-01-2024,1
652380,11-01-2024,1
652380,12-01-2024,1
652380,13-01-2024,1
652380,14-01-2024,1
652380,15-01-2024,1
652380,16-01-2024,1
652380,17-01-2024,1
652380,18-01-2024,1
652380,19-01-2024,1
652380,20-01-2024,1
652380,21-01-2024,1
652380,22-01-2024,1
652380,23-01-2024,1
652380,24-01-2024,1
652380,25-01-2024,1
652380,25-01-2024,1
652380,26-01-2024,1
652380,26-01-2024,1
652380,27-01-2024,1
652380,28-01-2024,1
652380,29-01-2024,1
652380,30-01-2024,1
652380,31-01-2024,1
652380,01-02-2024,1
652380,02-02-2024,1
652380,03-02-2024,1
652380,04-02-2024,1
652380,05-02-2024,1
652380,06-02-2024,1
652380,07-02-2024,1
652380,08-02-2024,1
652380,09-02-2024,1
652380,10-02-2024,1
652380,11-02-2024,1
652380,12-02-2024,1
652380,13-02-2024,1
652380,14-02-2024,1
652380,15-02-2024,1
652380,16-02-2024,1
652380,17-02-2024,1
652380,18-02-2024,1
652380,19-02-2024,1
652380,20-02-2024,1
652380,21-02-2024,1
652380,22-02-2024,1
652380,23-02-2024,1
652380,24-02-2024,1
652380,25-02-2024,1
652380,26-02-2024,1
652380,27-02-2024,1
652380,28-02-2024,1
652380,29-02-2024,1
652380,01-03-2024,1
652380,02-03-2024,1
652380,03-03-2024,1
652380,04-03-2024,1
652380,05-03-2024,1
652380,06-03-2024,1
652380,07-03-2024,1
652380,08-03-2024,1
652380,09-03-2024,1
652380,10-03-2024,1
652380,11-03-2024,1
652380,12-03-2024,1
652380,13-03-2024,1
652380,14-03-2024,1
652380,15-03-2024,1
652380,16-03-2024,1
652380,17-03-2024,1
652380,18-03-2024,1
652380,19-03-2024,1
652380,20-03-2024,1
652380,21-03-2024,1
652380,22-03-2024,1
652380,23-03-2024,1
652380,24-03-2024,1
652380,25-03-2024,1
652380,26-03-2024,1
652380,27-03-2024,1
652380,28-03-2024,1
652380,29-03-2024,1
652380,30-03-2024,1
652380,31-03-2024,1
652380,01-04-2024,1
652380,02-04-2024,1
652380,03-04-2024,1
652380,04-04-2024,1
652380,05-04-2024,1
652380,06-04-2024,1
652380,07-04-2024,1
652380,08-04-2024,1
652380,09-04-2024,1
652380,10-04-2024,1
652380,11-04-2024,1
652380,12-04-2024,1
652380,13-04-2024,1
652380,14-04-2024,1
652380,15-04-2024,1
652380,16-04-2024,1
652380,17-04-2024,1
652380,18-04-2024,1
652380,19-04-2024,1
652380,20-04-2024,1
652380,21-04-2024,1
652380,22-04-2024,1
652380,23-04-2024,1
652380,24-04-2024,1
652380,25-04-2024,1
652380,26-04-2024,1
652380,27-04-2024,1
652380,28-04-2024,1
652380,29-04-2024,1
652380,30-04-2024,1
652425,05-12-2023,1
652425,07-01-2024,1
652425,01-02-2024,1
652425,20-02-2024,1
652425,25-02-2024,1
652425,30-03-2024,1
652425,21-04-2024,1
652425,26-04-2024,1
652429,06-04-2023,1
652429,15-06-2023,1
652429,28-12-2023,1
652429,15-01-2024,1
652429,25-01-2024,1
652429,19-02-2024,1
652429,25-02-2024,1
652429,07-03-2024,1
652429,16-03-2024,1
652429,04-04-2024,1
652432,25-12-2023,1
652432,17-01-2024,1
652432,16-02-2024,1
652432,06-03-2024,1
652432,03-04-2024,1
652455,12-10-2023,1
652455,13-10-2023,1
652455,02-12-2023,1
652455,03-12-2023,1
652455,06-12-2023,1
652455,20-01-2024,1
652455,21-01-2024,1
652455,26-02-2024,1
652455,05-03-2024,1
652455,09-04-2024,1
652455,24-04-2024,1
652810,05-08-2023,1
652810,01-12-2023,1
652810,08-02-2024,1
652810,18-02-2024,1
652810,19-02-2024,1
652810,24-02-2024,1
652810,20-03-2024,1
652810,28-03-2024,1
652810,29-03-2024,1
652810,30-03-2024,1
652810,31-03-2024,1
652810,01-04-2024,1
652810,02-04-2024,1
652811,14-06-2023,1
652811,13-12-2023,1
652811,20-12-2023,1
652811,21-12-2023,1
652811,23-12-2023,1
652811,24-12-2023,1
652811,24-12-2023,1
652811,25-12-2023,1
652811,25-12-2023,1
652811,26-12-2023,1
652811,26-12-2023,1
652811,15-01-2024,1
652811,16-01-2024,1
652811,28-01-2024,1
652811,28-01-2024,1
652811,21-02-2024,1
652811,03-03-2024,1
652811,06-03-2024,1
652811,02-04-2024,1
652811,22-04-2024,1
652811,28-04-2024,1
652818,08-04-2023,1
652818,09-12-2023,1
652818,18-01-2024,1
652818,17-02-2024,1
652818,23-03-2024,1
652819,03-02-2024,1
652819,04-02-2024,1
652819,05-02-2024,1
652819,06-02-2024,1
652819,07-02-2024,1
652819,08-02-2024,1
652819,11-02-2024,1
652819,09-03-2024,1
652829,29-04-2023,1
652829,30-11-2023,1
652829,29-02-2024,1
652829,29-03-2024,1
652829,31-03-2024,1
652829,14-04-2024,1
652870,07-12-2023,1
652870,15-01-2024,1
652870,02-03-2024,1
652870,04-03-2024,1
652870,05-03-2024,1
652870,07-03-2024,1
652870,09-03-2024,1
652870,18-04-2024,1
652873,01-12-2023,1
652873,15-03-2024,1
652873,03-04-2024,1
652878,01-12-2023,1
652878,06-12-2023,1
652878,17-12-2023,1
652878,31-12-2023,1
652878,01-01-2024,1
652878,01-01-2024,1
652878,07-01-2024,1
652878,08-01-2024,1
652878,09-01-2024,1
652878,10-01-2024,1
652878,11-01-2024,1
652878,12-01-2024,1
652878,13-01-2024,1
652878,23-01-2024,1
652878,19-02-2024,1
652878,28-02-2024,1
652878,16-03-2024,1
652878,24-04-2024,1
652880,06-05-2023,1
652880,24-05-2023,1
652880,14-06-2023,1
652880,15-06-2023,1
652880,16-06-2023,1
652880,23-06-2023,1
652880,20-07-2023,1
652880,22-07-2023,1
652880,02-08-2023,1
652880,04-08-2023,1
652880,06-09-2023,1
652880,24-11-2023,1
652880,27-11-2023,1
652880,28-11-2023,1
652880,06-12-2023,1
652880,28-12-2023,1
652880,02-01-2024,1
652880,14-01-2024,1
